Batch,Total Lenses,Total Non-Lenses,Total Samples,Mean Lens Redshift,Mean Einstein Radius (arcsec),Mean Source Redshift,Mean Lens Radius (arcsec),Mean Source Radius (arcsec)
Custom20k_Empirical,19530,20000,39530,1.058,0.676,3.629,0.441,0.088
