name,n_components,max_sep_arcsec,lens_reff_arcsec,lens_axis_ratio,arc_length_arcsec,arc_width_arcsec,arc_length_to_width,bg_rms_F115W,sb_peak_F115W,total_flux_F115W,bg_rms_F150W,sb_peak_F150W,total_flux_F150W,bg_rms_F277W,sb_peak_F277W,total_flux_F277W,bg_rms_F444W,sb_peak_F444W,total_flux_F444W,color_F115W_F444W,color_F115W_F277W,color_F150W_F444W,color_F277W_F444W,theta_E,lens_redshift,source_redshift
PRISM_lens_BR_000004,8,4.197898452330107,0.7704736762892737,0.768451980609774,0.8235352320470407,0.6608315525032007,1.2462105190460802,0.022879198676476423,4.5525736808776855,904.4355065897107,0.029164088438777054,3.7584710121154785,928.8546635759994,0.01431727693433465,12.447816848754883,1822.65526817739,0.018098580093304617,9.867948532104492,1127.3925396054983,0.23924388233108748,0.7608173288389046,0.21031847665371156,-0.521573446507817,1.546022518669653,0.9286052560354361,5.331777833179218
PRISM_lens_BR_000008,5,3.3883979304584804,1.2551974006544464,0.6468342323221902,0.08729407246107097,0.079728110392164,1.0948970448652522,0.02591100186706886,6.927779197692871,1628.8023648052476,0.03473409316948567,6.461030006408691,2546.232823788654,0.010847237345836069,9.098217010498047,3033.714793738909,0.00996082995372987,12.239400863647461,2890.5146649098024,0.6227669647428048,0.6752658954661714,0.1376926617739765,-0.052498930723366616,0.6040803334521684,0.9727069099779715,4.5322784682144786
PRISM_lens_BR_000010,6,2.779379338590795,1.4064061422021195,0.36254751716675265,0.5070923092931381,0.4331777482004279,1.170633328696539,0.028216205998083024,2.9608497619628906,718.0991317927837,0.02974023841126879,4.856326580047607,1115.061520639807,0.09614970637660197,6.769773483276367,1625.0998850138858,0.015246441950680197,2.7722232341766357,586.8732110261917,-0.21910028975962603,0.8867391448191551,-0.6968863584385638,-1.1058394345787812,0.7862544955947595,0.7055922695681918,3.211234579496809
PRISM_lens_BR_000012,1,0.0,1.8763715763940594,0.8004078198961634,,,,0.03298374438956525,2.1944520473480225,639.2168870808091,0.020309341166819275,2.299121141433716,822.2636572751217,0.009175685510661363,5.516323089599609,1708.2588405851275,0.009838856208719458,3.3906946182250977,868.5775884594768,0.3329009485885317,1.067263592860016,0.05949380921174578,-0.7343626442714843,0.7237378567183165,0.5905081534434634,1.9172541249200212
PRISM_lens_BR_000020,4,2.7419407482112765,1.0640745477321796,0.7292690427111611,0.12821772972505524,0.09045666815390575,1.4174491758518195,0.02618857001362915,21.88087272644043,3297.9183122478426,0.033015972653973664,16.56382942199707,2991.644206210505,0.01874686678947215,27.429893493652344,3649.2082982868887,0.016142887270315154,28.20025634765625,6088.663749143481,0.66570524075217,0.10989689896946127,0.7715301212818882,0.5558083417827088,2.4030327892415833,1.9527376771541949,4.2658401532792425
PRISM_lens_BR_000021,6,3.268973715090136,1.434385749260791,0.6813208034226377,0.16220989315451667,0.053910633808007466,3.008866371933162,0.03424876800623695,11.182424545288086,2065.249107811833,0.03424151971827105,19.93242073059082,2742.2537638247013,0.01790805757654907,28.20014762878418,6344.354191215709,0.017476901323748798,28.189348220825195,5200.8757223095745,1.0027600824553597,1.2185374436610121,0.6949220874098,-0.21577736120565236,2.344084221857834,2.0259768559278206,4.248219721738241
PRISM_lens_BR_000023,3,3.552025708036828,0.43535498107235804,0.7343544167584883,0.26430359994403474,0.20778526394579838,1.27200358160615,0.03730668429576111,2.011105537414551,138.07468537124805,0.03273494928418586,2.0436246395111084,160.62882002908736,0.023946343046663186,2.8626387119293213,184.88456585421227,0.00844020356223182,3.931502342224121,297.0414594160393,0.8317575192770176,0.31696648883588563,0.6674840023017626,0.514791030441132,1.2840877997713618,0.33429514843434976,3.1002040720687183
PRISM_lens_BR_000026,2,1.8129838334418313,1.6220253425964586,0.5985110779384197,0.11532274896242538,0.05473080751356375,2.107090214845548,0.038414257095791784,10.151189804077148,2242.0058200974017,0.0345790430594314,12.19709300994873,2910.654908468481,0.01628086781824102,27.829919815063477,6720.122994536534,0.018261852680690797,20.79343605041504,5538.3110346812755,0.9818515166459983,1.1918512152704321,0.6984665610513521,-0.20999969862443385,0.7142924141594215,0.636265677569045,2.946722594005084
PRISM_lens_BR_000029,3,2.3416542718198357,1.5533742249096485,0.33384112308335,0.09423375127574986,0.05519664425664352,1.7072369624066013,0.021420948993308337,2.8535990715026855,870.6699604289606,0.03713909001919402,3.0835177898406982,1086.3695486905053,0.011704173089597654,5.3969407081604,1420.9011596478522,0.01321893901748098,4.898472785949707,1707.9431458683684,0.731549622342307,0.5317757696710456,0.4912395652098706,0.19977385267126146,0.5564151115828708,0.9107832549006484,2.0413993180254746
PRISM_lens_BR_000031,2,0.9512403669394348,0.8986342423897024,0.23195361351601543,0.3026302175044632,0.16390342270355268,1.8463935195046024,0.02550126024281284,3.2440168857574463,668.2711755179334,0.022571421064101635,4.522459506988525,893.9648428405635,0.02544219934810369,10.432412147521973,1353.2079784339294,0.009243132281219386,3.974811315536499,659.0611986117437,-0.015067463208132244,0.7660295513903713,-0.3309867391873758,-0.7810970145985036,0.5846217580829183,0.9400610305353222,2.8081783716954307
