name,n_bands_available,f115w_available,f115w_sum,f115w_max,f115w_mean,f115w_std,f150w_available,f150w_sum,f150w_max,f150w_mean,f150w_std,f277w_available,f277w_sum,f277w_max,f277w_mean,f277w_std,f444w_available,f444w_sum,f444w_max,f444w_mean,f444w_std,notes
COSJ095917+020626,4,Yes,195.96,7.6972,0.002177,0.062415,Yes,115.85,9.904,0.001287,0.072203,Yes,199.85,1.9269,0.002221,0.035773,Yes,195.48,1.3064,0.002172,0.033625,
COSJ095917+021629,4,Yes,134.24,0.4321,0.001492,0.032188,Yes,225.62,0.6453,0.002507,0.029072,Yes,458.98,0.7554,0.0051,0.024507,Yes,382.7,0.6025,0.004252,0.023734,
COSJ095917+021725,4,Yes,215.23,2.7754,0.002391,0.038023,Yes,288.99,3.7542,0.003211,0.046498,Yes,475.22,3.941,0.00528,0.066988,Yes,377.94,2.4995,0.004199,0.051192,
COSJ095918+021939,4,Yes,101.66,0.8066,0.00113,0.029146,Yes,205.6,1.5272,0.002284,0.030011,Yes,662.76,2.2433,0.007364,0.050401,Yes,995.15,3.1062,0.011057,0.07543,
COSJ095920+015851,4,Yes,1283.95,6.1166,0.014266,0.092266,Yes,1994.5,9.5891,0.022161,0.145116,Yes,4478.44,15.3098,0.04976,0.320075,Yes,4136.69,12.1568,0.045963,0.29766,
COSJ095920+020558,4,Yes,189.48,0.803,0.002516,0.037839,Yes,314.58,1.525,0.004178,0.047171,Yes,972.67,4.3893,0.012917,0.130465,Yes,1093.09,4.9968,0.014516,0.152385,
COSJ095920+022515,4,Yes,661.63,0.7343,0.007351,0.051242,Yes,1193.38,1.677,0.01326,0.070525,Yes,3507.96,4.9297,0.038977,0.195346,Yes,2761.22,3.8356,0.03068,0.163204,
COSJ095921+020218,4,Yes,631.88,5.6049,0.007021,0.070344,Yes,1074.99,8.9009,0.011944,0.105373,Yes,1894.07,10.9955,0.021045,0.189059,Yes,2152.52,9.195,0.023917,0.196608,
COSJ095921+020638,4,Yes,2821.26,26.4419,0.031347,0.303595,Yes,4186.78,49.8433,0.04652,0.483213,Yes,6514.12,40.5809,0.072379,0.639252,Yes,3708.48,13.8722,0.041205,0.306775,
COSJ095922+021812,4,Yes,3480.16,41.7345,0.038668,0.460853,Yes,5343.62,59.884,0.059374,0.653959,Yes,8728.12,47.6371,0.096979,0.791205,Yes,4437.23,17.7566,0.049303,0.369363,
COSJ095923+021632,4,Yes,418.51,13.4705,0.00465,0.099765,Yes,416.81,12.0365,0.004631,0.099283,Yes,469.89,1.8854,0.005221,0.037926,Yes,318.69,0.634,0.003541,0.024166,
COSJ095923+021836,4,Yes,1955.81,13.9915,0.021731,0.182891,Yes,2828.06,20.8045,0.031423,0.271629,Yes,5020.9,24.4264,0.055788,0.43916,Yes,3131.12,10.7566,0.03479,0.241393,
COSJ095924+020459,4,Yes,799.1,7.7912,0.008879,0.099486,Yes,1379.33,12.4686,0.015326,0.159351,Yes,2879.42,16.8689,0.031994,0.298637,Yes,3552.43,16.1882,0.039471,0.348415,
COSJ095924+020807,4,Yes,1087.32,9.7808,0.012081,0.097093,Yes,1934.55,13.1388,0.021495,0.146867,Yes,3872.85,11.3951,0.043032,0.249146,Yes,4746.42,15.5904,0.052738,0.326378,
COSJ095924+021345,4,Yes,144.24,0.5812,0.001603,0.026708,Yes,231.48,0.7774,0.002572,0.025609,Yes,241.14,0.7584,0.002679,0.023451,Yes,207.55,0.4808,0.002306,0.020475,
COSJ095924+022130,4,Yes,5091.58,90.1153,0.056573,0.839559,Yes,6674.47,109.0802,0.074161,1.06244,Yes,9703.75,69.6071,0.107819,1.117648,Yes,5173.75,29.8714,0.057486,0.543972,
COSJ095926+020304,4,Yes,424.59,6.2513,0.004718,0.064014,Yes,752.78,9.4824,0.008364,0.093307,Yes,1270.05,10.647,0.014112,0.163098,Yes,1412.61,9.4961,0.015696,0.169308,
COSJ095926+021023,4,Yes,1862.03,12.0963,0.020689,0.17212,Yes,2768.96,18.1767,0.030766,0.274362,Yes,6581.65,32.7733,0.073129,0.702297,Yes,5660.79,26.0102,0.062898,0.629786,
COSJ095926+022040,4,Yes,332.55,1.1961,0.003695,0.036939,Yes,480.17,1.7589,0.005335,0.042194,Yes,1112.05,3.0114,0.012356,0.077418,Yes,1528.12,3.4806,0.016979,0.106036,
COSJ095926+022727,4,Yes,373.0,1.5406,0.004144,0.047483,Yes,560.73,1.756,0.00623,0.052608,Yes,809.76,1.5084,0.008997,0.063811,Yes,560.8,0.9728,0.006231,0.043252,
COSJ095927+020315,4,Yes,4036.72,14.7013,0.044852,0.170352,Yes,5302.23,19.3627,0.058914,0.227848,Yes,6106.55,16.795,0.067851,0.278917,Yes,4219.03,6.5498,0.046878,0.169409,
COSJ095927+021005,4,Yes,333.45,3.2623,0.003705,0.053389,Yes,327.87,3.493,0.003643,0.055886,Yes,457.41,3.4298,0.005082,0.06502,Yes,254.91,1.9767,0.002832,0.039631,
COSJ095927+022821,4,Yes,92.1,3.8181,0.001023,0.036123,Yes,214.83,1.4269,0.002387,0.03191,Yes,396.69,1.7298,0.004408,0.039073,Yes,433.36,1.7267,0.004815,0.044936,
COSJ095928+022948,4,Yes,2121.49,20.3386,0.023572,0.214745,Yes,2888.22,29.787,0.032091,0.341074,Yes,5689.3,37.6943,0.063214,0.599377,Yes,3870.24,19.2508,0.043003,0.369639,
COSJ095929+015348,4,Yes,2250.39,1.7404,0.025004,0.105754,Yes,2581.38,40.8622,0.028682,0.192286,Yes,1791.3,1.0362,0.019903,0.072911,Yes,947.14,0.557,0.010524,0.042389,
COSJ095929+020320,4,Yes,304.6,1.9269,0.003384,0.040752,Yes,458.6,1.5795,0.005096,0.04377,Yes,777.39,1.765,0.008638,0.058009,Yes,444.57,1.0337,0.00494,0.038775,
COSJ095929+020338,4,Yes,1269.02,13.3934,0.0141,0.160995,Yes,1988.66,19.7312,0.022096,0.252575,Yes,4520.53,25.8924,0.050228,0.459968,Yes,4619.08,20.6542,0.051323,0.434193,
COSJ095929+020914,4,Yes,427.46,1.1696,0.00475,0.050562,Yes,564.87,1.444,0.006276,0.051753,Yes,858.28,1.8585,0.009536,0.066155,Yes,725.59,1.3157,0.008062,0.054335,
COSJ095930+021351,4,Yes,13989.86,58.6876,0.155443,0.797413,Yes,19661.26,82.3467,0.218458,1.130435,Yes,23920.82,53.4881,0.265787,1.148827,Yes,12526.13,22.6592,0.139179,0.558155,
COSJ095930+022026,4,Yes,422.98,2.2896,0.0047,0.049491,Yes,390.59,2.1826,0.00434,0.047052,Yes,656.76,1.8191,0.007297,0.047881,Yes,442.77,0.9223,0.00492,0.032368,
COSJ095931+020601,4,Yes,425.06,1.6353,0.004723,0.042278,Yes,615.25,3.2783,0.006836,0.048214,Yes,1302.47,5.5259,0.014472,0.097657,Yes,1435.42,6.7105,0.015949,0.143573,
COSJ095931+022946,4,Yes,6057.99,559.1191,0.067311,3.591073,Yes,6993.78,541.6732,0.077709,3.743283,Yes,4158.99,99.6425,0.046211,1.102648,Yes,3002.2,36.0082,0.033358,0.534099,
COSJ095932+021750,4,Yes,721.02,12.7713,0.008011,0.143805,Yes,1112.49,20.2419,0.012361,0.214669,Yes,1940.22,22.1222,0.021558,0.353505,Yes,1426.51,12.6554,0.01585,0.238469,
COSJ095933+022242,4,Yes,233.95,4.6488,0.002599,0.052216,Yes,362.23,5.5587,0.004025,0.065108,Yes,629.75,5.1856,0.006997,0.083474,Yes,391.24,2.0742,0.004347,0.045678,
COSJ095934+020759,4,Yes,84.88,1.2949,0.000943,0.036465,Yes,320.35,1.7383,0.003559,0.036224,Yes,328.3,2.04,0.003648,0.047079,Yes,271.12,1.3694,0.003012,0.037209,
COSJ095936+015703,4,Yes,447.73,2.0651,0.004975,0.039392,Yes,748.41,4.9873,0.008316,0.069107,Yes,1858.16,7.5106,0.020646,0.15464,Yes,2222.96,8.2372,0.0247,0.186583,
COSJ095936+021947,4,Yes,212.45,8.5336,0.002361,0.059997,Yes,346.65,7.6562,0.003852,0.057198,Yes,379.92,1.1886,0.004221,0.028658,Yes,358.83,0.6758,0.003987,0.026929,
COSJ095937+020742,4,Yes,121.17,2.5203,0.001346,0.03992,Yes,285.08,3.9024,0.003168,0.045993,Yes,397.92,2.8111,0.004421,0.045944,Yes,444.9,2.2554,0.004943,0.048623,
COSJ095937+021802,4,Yes,271.15,0.468,0.003013,0.035557,Yes,250.43,0.4856,0.002783,0.032315,Yes,493.95,0.8947,0.005488,0.038127,Yes,651.81,1.5561,0.007242,0.056351,
COSJ095937+022744,4,Yes,238.71,1.4103,0.002652,0.038333,Yes,372.43,1.5531,0.004138,0.039075,Yes,421.12,1.2913,0.004679,0.034843,Yes,228.47,0.5137,0.002539,0.019486,
COSJ095937+023754,4,Yes,192.2,1.0846,0.002136,0.036497,Yes,178.49,1.1105,0.001983,0.031501,Yes,393.84,0.9021,0.004376,0.026922,Yes,410.66,0.8124,0.004563,0.027756,
COSJ095938+021318,4,Yes,275.19,1.5848,0.003058,0.038532,Yes,583.52,2.4248,0.006484,0.046105,Yes,717.83,3.0672,0.007976,0.067187,Yes,707.23,2.308,0.007858,0.065175,
COSJ095938+022213,4,Yes,1103.87,5.2035,0.012265,0.078799,Yes,1673.27,8.996,0.018592,0.124509,Yes,4255.32,15.5005,0.047281,0.301048,Yes,3533.61,9.9112,0.039262,0.247909,
COSJ095938+022520,4,Yes,118.56,0.4314,0.001317,0.033387,Yes,98.47,0.4839,0.001094,0.027546,Yes,127.55,0.3041,0.001417,0.01374,Yes,36.75,0.1367,0.000408,0.009572,
COSJ095939+020309,4,Yes,247.68,1.1802,0.002752,0.03661,Yes,162.96,1.2334,0.001811,0.035522,Yes,206.23,0.957,0.002291,0.026558,Yes,100.06,0.4096,0.001112,0.015558,
COSJ095939+023043,4,Yes,3968.15,13.9821,0.044091,0.26267,Yes,5916.86,20.724,0.065743,0.388445,Yes,11051.13,25.4535,0.12279,0.618682,Yes,6262.99,11.5796,0.069589,0.335211,
COSJ095939+023239,4,Yes,952.19,6.633,0.01058,0.103912,Yes,1468.87,11.5237,0.016321,0.158636,Yes,2864.95,17.838,0.031833,0.27789,Yes,1860.28,10.4673,0.02067,0.160299,
COSJ095939+023707,4,Yes,-9.07,0.4075,-0.000101,0.025918,Yes,37.82,0.4669,0.00042,0.021743,Yes,33.25,0.474,0.000369,0.01407,Yes,19.53,0.324,0.000217,0.012132,
COSJ095940+023253,4,Yes,5501.94,42.6862,0.061133,0.567632,Yes,7812.95,59.8358,0.086811,0.806664,Yes,10715.24,50.4398,0.119058,0.965168,Yes,5645.2,18.7609,0.062724,0.456275,
COSJ095940+023802,4,Yes,463.96,4.3817,0.005155,0.059102,Yes,495.44,4.9001,0.005505,0.066851,Yes,1065.86,5.1185,0.011843,0.102076,Yes,827.07,3.4767,0.00919,0.082346,
COSJ095941+020259,4,Yes,769.54,2.3449,0.00855,0.055376,Yes,1138.76,3.1019,0.012653,0.073173,Yes,1717.9,3.3422,0.019088,0.111091,Yes,1619.52,2.5969,0.017995,0.106183,
COSJ095941+020532,4,Yes,146.75,0.4183,0.001631,0.03527,Yes,125.33,0.4678,0.001393,0.03037,Yes,172.2,0.5136,0.001913,0.02076,Yes,62.12,0.2688,0.00069,0.013511,
COSJ095941+021432,4,Yes,138.18,0.6255,0.001535,0.026735,Yes,250.63,0.9343,0.002785,0.02809,Yes,361.67,1.1826,0.004019,0.034784,Yes,324.55,10.0686,0.003606,0.047735,
COSJ095941+021442,4,Yes,534.3,2.1566,0.005937,0.047069,Yes,848.16,2.2167,0.009424,0.057496,Yes,1508.15,2.7302,0.016757,0.090656,Yes,2065.19,4.3646,0.022947,0.138246,
COSJ095941+022634,4,Yes,128.8,1.9421,0.001431,0.038667,Yes,244.87,3.3272,0.002721,0.044564,Yes,449.2,4.2164,0.004991,0.062444,Yes,564.17,4.3263,0.006269,0.075479,
COSJ095941+023210,4,Yes,120.63,1.0455,0.00134,0.03785,Yes,145.61,1.2148,0.001618,0.037412,Yes,430.1,1.1718,0.004779,0.043572,Yes,398.89,1.0508,0.004432,0.041729,
COSJ095941+023306,4,Yes,1533.32,116.5521,0.017037,0.733065,Yes,1784.88,122.4062,0.019832,0.780832,Yes,1380.5,22.7694,0.015339,0.248215,Yes,1049.02,5.993,0.011656,0.107224,
COSJ095942+015628,4,Yes,140.85,1.7468,0.001565,0.032302,Yes,188.08,1.9491,0.00209,0.034005,Yes,329.69,2.0854,0.003663,0.044316,Yes,468.51,2.7336,0.005206,0.059985,
COSJ095942+022136,4,Yes,1014.57,8.3101,0.011273,0.107262,Yes,1715.34,12.3703,0.019059,0.16918,Yes,3417.8,15.2317,0.037976,0.291231,Yes,4122.46,13.5557,0.045805,0.322411,
COSJ095942+023350,4,Yes,751.62,5.8462,0.008351,0.096217,Yes,885.7,7.2566,0.009841,0.114652,Yes,919.65,5.5412,0.010218,0.110683,Yes,600.58,2.9631,0.006673,0.070573,
COSJ095942+023423,4,Yes,164.23,2.5857,0.001825,0.044947,Yes,341.06,5.2656,0.00379,0.061039,Yes,857.79,8.6094,0.009531,0.123554,Yes,1156.67,9.4749,0.012852,0.163799,
COSJ095943+022046,4,Yes,2923.75,25.2547,0.032486,0.280801,Yes,4120.61,35.433,0.045785,0.407888,Yes,7005.02,35.0966,0.077834,0.608322,Yes,3746.27,14.7226,0.041625,0.298554,
COSJ095943+022719,4,Yes,727.16,3.4926,0.00808,0.074118,Yes,1049.78,7.4375,0.011664,0.123452,Yes,1673.06,13.274,0.01859,0.243093,Yes,990.04,6.7966,0.011,0.142684,
COSJ095943+022829,4,Yes,364.93,2.2567,0.004055,0.046709,Yes,522.33,4.1149,0.005804,0.054233,Yes,948.95,2.1897,0.010544,0.068798,Yes,1014.32,2.3526,0.01127,0.066964,
COSJ095943+023800,4,Yes,1520.89,22.6546,0.016899,0.20441,Yes,2293.24,21.7916,0.02548,0.272178,Yes,4244.02,25.9063,0.047156,0.425655,Yes,3557.94,13.3601,0.039533,0.318451,
COSJ095944+020652,4,Yes,984.58,2.0019,0.01094,0.071203,Yes,1634.63,4.6769,0.018163,0.120442,Yes,4024.3,10.7735,0.044714,0.330571,Yes,2752.57,6.0144,0.030584,0.220323,
COSJ095944+021432,4,Yes,538.95,5.1811,0.005988,0.073042,Yes,815.58,8.6032,0.009062,0.109024,Yes,1684.53,11.9454,0.018717,0.2176,Yes,1216.56,7.5026,0.013517,0.152522,
COSJ095944+022008,4,Yes,2237.73,642.2925,0.024864,2.495522,Yes,1163.8,1.6086,0.012931,0.061516,Yes,1554.23,1.7684,0.017269,0.06644,Yes,1015.14,0.8446,0.011279,0.043777,
COSJ095945+021006,4,Yes,626.94,1.6297,0.006966,0.05616,Yes,933.77,2.8508,0.010375,0.07071,Yes,1604.41,3.9048,0.017827,0.115416,Yes,1006.73,2.0988,0.011186,0.072215,
COSJ095945+022340,4,Yes,1933.44,19.5255,0.021483,0.207644,Yes,3058.07,29.5128,0.033979,0.3212,Yes,6326.89,30.2711,0.070299,0.51922,Yes,5027.34,19.248,0.055859,0.386132,
COSJ095945+023214,4,Yes,96.62,1.1774,0.001074,0.036211,Yes,253.41,1.5181,0.002816,0.033894,Yes,202.97,1.5638,0.002255,0.031719,Yes,168.39,0.7168,0.001871,0.021902,
COSJ095945+023622,4,Yes,11066.45,30.7871,0.122961,0.616345,Yes,15736.01,45.8095,0.174845,0.886518,Yes,19092.34,38.7836,0.212137,0.922536,Yes,9716.29,16.0863,0.107959,0.448438,
COSJ095946+015320,4,Yes,684.33,1.0989,0.007604,0.041174,Yes,1119.17,2.0435,0.012435,0.065577,Yes,2761.04,7.5931,0.030678,0.220361,Yes,3932.55,16.244,0.043695,0.397153,
COSJ095946+015749,4,Yes,202.8,5.3254,0.002253,0.057581,Yes,428.97,9.8462,0.004766,0.101904,Yes,750.99,9.8045,0.008344,0.137536,Yes,1018.77,8.6579,0.01132,0.158339,
COSJ095946+021328,4,Yes,98.21,1.0373,0.001091,0.038157,Yes,117.58,1.2525,0.001306,0.033917,Yes,159.38,1.3176,0.001771,0.028383,Yes,166.94,1.0129,0.001855,0.026963,
COSJ095946+022212,4,Yes,569.92,6.8508,0.006332,0.085546,Yes,908.17,9.7972,0.010091,0.120636,Yes,2038.39,12.6826,0.022649,0.224504,Yes,2165.83,9.5269,0.024065,0.220938,
COSJ095947+015615,4,Yes,442.64,1.6249,0.004918,0.039695,Yes,703.94,3.2185,0.007822,0.060404,Yes,1758.27,8.3514,0.019536,0.164562,Yes,1806.1,8.3332,0.020068,0.18088,
COSJ095947+022657,4,Yes,667.34,6.5634,0.007415,0.080986,Yes,882.66,8.6765,0.009807,0.108396,Yes,1507.13,11.2103,0.016746,0.18945,Yes,981.78,5.6818,0.010909,0.116877,
COSJ095948+015722,4,Yes,728.17,6.0448,0.008091,0.081444,Yes,787.74,7.7025,0.008753,0.100276,Yes,1404.12,5.4822,0.015601,0.105581,Yes,1579.12,2.6176,0.017546,0.093817,
COSJ095948+022017,4,Yes,211.03,1.6832,0.002345,0.034858,Yes,415.1,3.0204,0.004612,0.042826,Yes,730.13,4.1727,0.008113,0.078299,Yes,821.51,3.6595,0.009128,0.084512,
COSJ095948+022859,4,Yes,2599.57,14.1847,0.028884,0.212927,Yes,4016.19,19.0132,0.044624,0.312883,Yes,7649.16,25.3058,0.084991,0.577003,Yes,4765.98,12.6897,0.052955,0.326286,
COSJ095949+020321,4,Yes,383.39,0.7758,0.00426,0.04364,Yes,402.45,0.8601,0.004472,0.039726,Yes,653.78,0.794,0.007264,0.035691,Yes,463.69,0.7586,0.005152,0.031387,
COSJ095949+023301,4,Yes,320.3,1.3717,0.003559,0.036666,Yes,422.49,1.6542,0.004694,0.040858,Yes,570.06,1.7853,0.006334,0.051864,Yes,580.11,1.5531,0.006446,0.052238,
COSJ095950+020013,4,Yes,6892.85,108.2432,0.076587,0.959166,Yes,9417.87,137.1975,0.104643,1.288329,Yes,11369.1,75.9013,0.126323,1.197705,Yes,5878.63,28.9262,0.065318,0.567146,
COSJ095950+021636,4,Yes,1531.31,12.68,0.017015,0.15449,Yes,2125.07,19.2565,0.023612,0.228319,Yes,3968.16,19.8083,0.044091,0.385232,Yes,3193.08,13.6164,0.035479,0.28419,
COSJ095950+021936,4,Yes,1354.51,88.7202,0.01505,0.557867,Yes,2472.17,325.7444,0.027469,1.48975,Yes,1994.53,94.8497,0.022161,0.595076,Yes,1523.07,27.4512,0.016923,0.279434,
COSJ095950+022057,4,Yes,1427.65,14.0608,0.015863,0.176229,Yes,2254.13,24.568,0.025046,0.27511,Yes,4412.16,23.7094,0.049024,0.452711,Yes,3456.25,16.2363,0.038403,0.333351,
COSJ095950+023226,4,Yes,385.3,6.482,0.004281,0.060069,Yes,599.57,11.3333,0.006662,0.101156,Yes,987.29,11.3277,0.01097,0.1563,Yes,1160.94,10.1985,0.012899,0.17992,
COSJ095950+023727,4,Yes,108.35,1.0289,0.001204,0.040586,Yes,242.56,0.9543,0.002695,0.035897,Yes,413.93,0.9836,0.004599,0.034385,Yes,513.66,1.9773,0.005707,0.049313,
COSJ095951+020423,4,Yes,899.36,4.1679,0.009993,0.0687,Yes,1111.97,6.0672,0.012355,0.087735,Yes,1741.08,6.1412,0.019345,0.128416,Yes,1243.39,2.7191,0.013815,0.086472,
COSJ095951+021800,4,Yes,371.07,1.3672,0.004123,0.04681,Yes,400.89,1.5155,0.004454,0.049107,Yes,522.54,1.1901,0.005806,0.042827,Yes,295.19,0.5909,0.00328,0.024399,
COSJ095951+022522,4,Yes,844.38,11.8957,0.009382,0.123831,Yes,1332.08,19.8681,0.014801,0.195078,Yes,2709.31,26.6334,0.030103,0.389643,Yes,2013.68,15.647,0.022374,0.281805,
COSJ095951+022847,4,Yes,60.57,0.7549,0.000673,0.036914,Yes,78.22,0.775,0.000869,0.031246,Yes,107.25,1.3352,0.001192,0.02301,Yes,66.23,0.7899,0.000736,0.017378,
COSJ095951+023722,4,Yes,895.54,6.1827,0.00995,0.095135,Yes,1209.98,9.6256,0.013444,0.128534,Yes,1764.61,11.0914,0.019607,0.201854,Yes,1164.2,5.7993,0.012936,0.119371,
COSJ095951+023830,4,Yes,191.97,4.0166,0.002133,0.050664,Yes,240.7,3.9035,0.002674,0.050706,Yes,325.99,4.2149,0.003622,0.065444,Yes,368.09,4.0775,0.00409,0.073916,
COSJ095952+020313,4,Yes,268.96,6.0012,0.002988,0.064829,Yes,582.4,8.8548,0.006471,0.089128,Yes,1090.27,8.7659,0.012114,0.132089,Yes,767.22,4.7766,0.008525,0.084802,
COSJ095952+020314,4,Yes,291.39,6.0012,0.003238,0.064749,Yes,633.08,8.8548,0.007034,0.089254,Yes,1183.31,8.7659,0.013148,0.132517,Yes,832.16,4.7766,0.009246,0.085225,
COSJ095952+021514,4,Yes,183.71,0.9062,0.002041,0.037651,Yes,258.6,0.8637,0.002873,0.033063,Yes,375.84,0.8103,0.004176,0.02977,Yes,253.61,0.4472,0.002818,0.022077,
COSJ095952+022216,4,Yes,193.2,1.0939,0.002147,0.039692,Yes,190.28,1.506,0.002114,0.035695,Yes,331.19,0.7016,0.00368,0.027159,Yes,282.27,0.5391,0.003136,0.025135,
COSJ095953+015437,4,Yes,390.78,4.7012,0.004342,0.072491,Yes,714.12,8.636,0.007935,0.108569,Yes,1538.26,10.8281,0.017092,0.188839,Yes,1915.88,11.6338,0.021288,0.227979,
COSJ095953+022000,4,Yes,49.51,0.7332,0.00055,0.030744,Yes,220.48,1.2729,0.00245,0.0319,Yes,348.64,2.0253,0.003874,0.041517,Yes,251.36,1.354,0.002793,0.032114,
COSJ095953+022016,4,Yes,1612.99,14.4077,0.017922,0.183749,Yes,2547.12,22.0373,0.028301,0.284672,Yes,5238.13,28.9236,0.058201,0.488038,Yes,4161.89,16.4692,0.046243,0.351234,
COSJ095953+022126,4,Yes,208.77,4.5274,0.00232,0.057038,Yes,487.81,7.8568,0.00542,0.08512,Yes,1049.03,9.2598,0.011656,0.142888,Yes,1270.5,8.2513,0.014117,0.159791,
COSJ095953+022159,4,Yes,1239.79,3.4117,0.015478,0.105719,Yes,1584.51,4.4486,0.019782,0.136113,Yes,1477.27,3.2118,0.018443,0.117609,Yes,1101.49,1.6549,0.013751,0.077911,
COSJ095953+022200,4,Yes,1266.93,3.4117,0.017596,0.111139,Yes,1618.32,4.4486,0.022477,0.143241,Yes,1488.82,3.2118,0.020678,0.123845,Yes,1118.26,1.6549,0.015531,0.081999,
COSJ095953+023319,4,Yes,3454.39,13.2012,0.038382,0.209118,Yes,5558.31,18.7685,0.061759,0.309515,Yes,10926.35,24.8854,0.121404,0.533613,Yes,6677.77,10.4664,0.074198,0.288441,
COSJ095954+020539,4,Yes,545.09,1.4895,0.006057,0.047492,Yes,776.45,2.2184,0.008627,0.053715,Yes,1271.54,3.2619,0.014128,0.085296,Yes,994.35,2.1915,0.011048,0.064783,
COSJ095954+021900,4,Yes,182.45,4.2261,0.002027,0.044953,Yes,282.5,4.0017,0.003139,0.044267,Yes,456.52,0.8255,0.005072,0.035936,Yes,356.05,0.9103,0.003956,0.031598,
COSJ095954+022203,4,Yes,352.92,12.8084,0.003921,0.071285,Yes,269.11,1.7132,0.00299,0.047411,Yes,408.19,1.5607,0.004535,0.043161,Yes,240.62,0.7256,0.002674,0.028087,
COSJ095955+015520,4,Yes,330.94,1.2349,0.003677,0.034757,Yes,359.79,1.3482,0.003998,0.034756,Yes,468.34,1.0915,0.005204,0.034486,Yes,470.06,0.876,0.005223,0.036198,
COSJ095955+015522,4,Yes,354.1,1.2349,0.003934,0.034687,Yes,404.86,1.3482,0.004498,0.034848,Yes,514.38,1.0915,0.005715,0.034626,Yes,489.64,0.876,0.00544,0.036254,
COSJ095955+021900,4,Yes,2520.44,9.7434,0.028005,0.15222,Yes,4109.16,17.793,0.045657,0.24601,Yes,8740.6,25.4012,0.097118,0.478694,Yes,6670.76,15.0504,0.07412,0.346307,
COSJ095955+022901,4,Yes,347.98,1.6727,0.003866,0.046562,Yes,521.61,1.9281,0.005796,0.053058,Yes,772.26,2.1418,0.008581,0.070681,Yes,456.94,1.2002,0.005077,0.044448,
COSJ095956+020100,4,Yes,165.42,0.6077,0.001838,0.030258,Yes,221.13,1.5106,0.002457,0.035019,Yes,526.41,3.2246,0.005849,0.069499,Yes,803.97,5.1899,0.008933,0.111363,
COSJ095956+021920,4,Yes,667.72,9.4911,0.007419,0.103059,Yes,1128.14,14.7975,0.012535,0.156216,Yes,2177.41,16.8799,0.024193,0.270625,Yes,1707.45,10.6596,0.018972,0.198631,
COSJ095956+022028,4,Yes,384.25,1.2415,0.004269,0.044203,Yes,683.84,1.7891,0.007598,0.055126,Yes,1283.31,5.4753,0.014259,0.135827,Yes,1119.78,5.1018,0.012442,0.131965,
COSJ095956+022539,4,Yes,185.7,1.2944,0.002063,0.033639,Yes,449.6,1.8311,0.004996,0.038578,Yes,666.67,1.7799,0.007407,0.05745,Yes,641.16,1.7879,0.007124,0.059553,
COSJ095956+022902,4,Yes,232.11,2.4504,0.002579,0.043177,Yes,217.98,1.6575,0.002422,0.033854,Yes,214.45,1.0462,0.002383,0.023286,Yes,127.31,0.6125,0.001415,0.015996,
COSJ095956+023353,4,Yes,199.07,2.6694,0.002212,0.040337,Yes,248.46,3.49,0.002761,0.045795,Yes,587.79,3.213,0.006531,0.057009,Yes,303.59,1.3342,0.003373,0.031149,
COSJ095957+023529,4,Yes,1425.64,2.8573,0.01584,0.098891,Yes,2109.9,4.4048,0.023443,0.140673,Yes,2790.83,4.3869,0.031009,0.170353,Yes,2049.67,2.3193,0.022774,0.123162,
COSJ095959+020105,4,Yes,231.62,0.6683,0.002574,0.028647,Yes,339.34,1.2199,0.00377,0.030985,Yes,624.7,1.8826,0.006941,0.04519,Yes,771.76,2.1265,0.008575,0.060075,
COSJ095959+020634,4,Yes,419.2,2.5959,0.004658,0.051941,Yes,752.34,3.769,0.008359,0.069377,Yes,1466.46,6.0121,0.016294,0.122061,Yes,1694.74,4.6574,0.01883,0.124165,
COSJ095959+022254,4,Yes,39.38,0.6613,0.000438,0.025884,Yes,106.34,1.0667,0.001182,0.025567,Yes,193.01,1.0861,0.002145,0.025758,Yes,230.25,1.081,0.002558,0.029353,
COSJ095959+023441,4,Yes,-20.81,1.3772,-0.000231,0.031977,Yes,49.02,2.8066,0.000545,0.033101,Yes,730.75,4.8012,0.008119,0.070548,Yes,1260.78,6.5512,0.014009,0.12432,
COSJ095959+023537,4,Yes,73.39,0.3319,0.000815,0.025329,Yes,172.5,0.4494,0.001917,0.025025,Yes,392.93,1.0219,0.004366,0.035425,Yes,496.63,1.3743,0.005518,0.046898,
COSJ095959+023649,4,Yes,276.06,0.7098,0.003067,0.03787,Yes,504.64,1.1395,0.005607,0.03496,Yes,425.99,0.8274,0.004733,0.030325,Yes,253.19,0.4153,0.002813,0.019896,
COSJ100000+021201,4,Yes,9467.0,1363.4688,0.105189,7.323885,Yes,5832.43,158.1951,0.064805,1.514733,Yes,7614.44,191.8654,0.084605,2.331899,Yes,4037.3,68.6325,0.044859,0.901315,
COSJ100000+022042,4,Yes,353.22,0.7038,0.003925,0.043452,Yes,383.15,0.6969,0.004257,0.04006,Yes,357.71,0.4587,0.003975,0.022874,Yes,170.79,0.2311,0.001898,0.01563,
COSJ100000+022327,4,Yes,588.98,6.2338,0.006544,0.078037,Yes,1063.33,10.2693,0.011815,0.123943,Yes,2076.24,12.679,0.023069,0.203063,Yes,2347.16,11.8297,0.02608,0.232303,
COSJ100001+020942,4,Yes,933.93,4.3364,0.010377,0.064698,Yes,1615.57,7.0009,0.017951,0.104257,Yes,3733.77,15.6433,0.041486,0.228141,Yes,3677.81,7.9025,0.040865,0.212855,
