Batch,Total Lenses,Total Non-Lenses,Total Samples,Mean Lens Redshift,Mean Einstein Radius (arcsec),Mean Source Redshift,Mean Lens Radius (arcsec),Mean Source Radius (arcsec)
AblationLatest,434,3000,3434,1.059,0.659,3.596,0.419,0.086
