alpha,alpha_err,alpha_ci_lower,alpha_ci_upper,beta,beta_err,beta_ci_lower,beta_ci_upper,r_squared,n_lenses
0.08023624850623785,0.021751575132031964,0.043477953547712396,0.11671000877751725,-0.3700037046646519,0.22653351288734955,-0.7557249964261028,0.013846424306935248,0.03701486049963887,356
