alpha,alpha_err,alpha_ci_lower,alpha_ci_upper,beta,beta_err,beta_ci_lower,beta_ci_upper,r_squared,n_galaxies
0.11966663834950944,0.006585405418027847,0.10786724967888352,0.13166059630780266,-0.9100634365698846,0.0689165997059422,-1.0362268834858357,-0.7865802609843542,0.016218861369020288,20031
